Compound_Name,Type,Project_Name,Location,Developer,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery.1,URL
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,121,"$8,550,000.00",93203.00,2,2,2028,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93203-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$19,799,680.00",93215.00,3,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93215-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$8,639,788.00",93216.00,2,3,2028,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93216-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$19,066,782.00",14527.00,4,4,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$69,798,646.23",16177.00,9,9,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$80,000,000.00",23564.00,4,5,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$27,143,917.98",39193.00,4,5,Delivered,Furnished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$9,250,000.00",53850.00,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$23,109,654.45",55349.00,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$18,310,928.39",62215.00,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$12,475,510.33",62438.00,3,2,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$13,560,000.00",64956.00,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Penthouse,Telal East,New Cairo,Roya Developments,250,"$17,025,500.00",94801.00,3,4,2028,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/94801-penthouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Loft,Telal East,New Cairo,Roya Developments,255,"$19,800,000.00",96630.00,3,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/96630-loft-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,253,"$16,285,300.00",96895.00,3,4,2028,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/96895-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$15,210,000.00",97073.00,3,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/97073-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,300,"$19,926,000.00",98172.00,3,4,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/98172-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$15,726,000.00",102846.00,3,4,2028,not finished,2028-09-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/102846-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$10,646,000.00",105309.00,2,3,2028,not finished,2028-03-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105309-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,205,"$17,518,275.00",105380.00,3,4,2028,semi-finished,2028-06-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105380-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$10,997,157.00",105886.00,2,3,2029,not finished,2029-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105886-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,317,"$10,540,000.00",108625.00,4,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/108625-sky-villa-corner-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,153,"$10,720,000.00",108876.00,2,3,2028,Finished,2028-03-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/108876-apartment-for-sale-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,310,"$10,811,712.00",109210.00,3,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/109210-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$19,066,782.00",14527.00,4,4,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$69,798,646.23",16177.00,9,9,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$80,000,000.00",23564.00,4,5,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$27,143,917.98",39193.00,4,5,Delivered,Furnished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$9,250,000.00",53850.00,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$23,109,654.45",55349.00,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$18,310,928.39",62215.00,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$12,475,510.33",62438.00,3,2,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$13,560,000.00",64956.00,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,310,"$11,243,602.00",110483.00,3,4,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110483-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$9,980,000.00",110837.00,3,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110837-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,Telal East,New Cairo,Roya Developments,233,"$12,000,000.00",81495.00,4,5,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/81495-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$19,066,782.00",14527.00,4,4,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$69,798,646.23",16177.00,9,9,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$80,000,000.00",23564.00,4,5,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$27,143,917.98",39193.00,4,5,Delivered,Furnished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$9,250,000.00",53850.00,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$23,109,654.45",55349.00,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$18,310,928.39",62215.00,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$12,475,510.33",62438.00,3,2,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$13,560,000.00",64956.00,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,103,"$7,954,700.00",107845.00,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107845-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,116,"$8,011,100.00",107847.00,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107847-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,129,"$7,693,600.00",107849.00,3,3,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107849-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,110,"$8,054,500.00",109252.00,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109252-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,129,"$9,293,200.00",109253.00,3,3,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109253-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,110,"$7,371,000.00",109254.00,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109254-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,205,"$19,066,782.00",14527.00,4,4,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Selection - Telal East in New Cairo by Roya Developments,Villa,Selection - Telal East,New Cairo,Roya Developments,900,"$47,714,876.03",16177.00,9,9,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Selection - Telal East in New Cairo by Roya Developments,Townhouse,Selection - Telal East,New Cairo,Roya Developments,600,"$80,000,000.00",23564.00,4,5,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Selection - Telal East in New Cairo by Roya Developments,Villa,Selection - Telal East,New Cairo,Roya Developments,350,"$18,555,785.12",39193.00,4,5,Delivered,Furnished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Selection - Telal East in New Cairo by Roya Developments,Villa,Selection - Telal East,New Cairo,Roya Developments,185,"$9,250,000.00",53850.00,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,183,"$13,364,553.66",55349.00,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Selection - Telal East in New Cairo by Roya Developments,Apartment,Selection - Telal East,New Cairo,Roya Developments,145,"$10,589,400.44",62215.00,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Selection - Telal East in New Cairo by Roya Developments,Office,Selection - Telal East,New Cairo,Roya Developments,48,"$6,113,610.32",62438.00,3,2,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Selection - Telal East in New Cairo by Roya Developments,Villa,Selection - Telal East,New Cairo,Roya Developments,242,"$13,560,000.00",64956.00,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Prive - Telal East in New Cairo by Roya Developments,Villa,Prive - Telal East,New Cairo,Roya Developments,472,"$32,310,114.19",107860.00,6,9,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/107860-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Villa,Prive - Telal East,New Cairo,Roya Developments,300,"$34,493,500.00",109263.00,4,5,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109263-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Villa,Prive - Telal East,New Cairo,Roya Developments,453,"$24,537,600.00",109264.00,5,6,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109264-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Townhouse,Prive - Telal East,New Cairo,Roya Developments,219,"$23,920,000.00",109265.00,4,4,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109265-Townhouse-for-sale-in-Prive%20-%20Telal%20East-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Villa,Prive - Telal East,New Cairo,Roya Developments,900,"$28,652,500.00",16177.00,9,9,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Prive - Telal East in New Cairo by Roya Developments,Townhouse,Prive - Telal East,New Cairo,Roya Developments,600,"$37,114,400.00",23564.00,4,5,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
