Compound_Name,Type,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery,URL
Telal East in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,None,62215,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,13560000,64956,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Villa,310,11243602,110483,3,4,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110483-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,9980000,110837,3,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110837-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,12000000,81495,4,5,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/81495-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,19066782,14527,4,4,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,None,16177,9,9,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,80000000,23564,4,5,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,9250000,53850,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,None,62215,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,13560000,64956,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Selection - Telal East in New Cairo by Roya Developments,Apartment,103,7954700,107845,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107845-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,116,8011100,107847,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107847-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,129,7693600,107849,3,3,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107849-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,110,8054500,109252,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109252-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,129,9293200,109253,3,3,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109253-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,110,7371000,109254,2,2,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109254-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Selection - Telal East in New Cairo by Roya Developments,Apartment,205,19066782,14527,4,4,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Selection - Telal East in New Cairo by Roya Developments,Villa,900,None,16177,9,9,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Selection - Telal East in New Cairo by Roya Developments,Townhouse,600,80000000,23564,4,5,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Selection - Telal East in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Selection - Telal East in New Cairo by Roya Developments,Villa,185,9250000,53850,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Selection - Telal East in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Selection - Telal East in New Cairo by Roya Developments,Apartment,145,None,62215,2,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Selection - Telal East in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Selection - Telal East in New Cairo by Roya Developments,Villa,242,13560000,64956,2,3,2026,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Prive - Telal East in New Cairo by Roya Developments,Villa,472,None,107860,6,9,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/107860-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Villa,300,34493500,109263,4,5,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109263-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Villa,453,24537600,109264,5,6,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109264-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Townhouse,219,23920000,109265,4,4,2029,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109265-Townhouse-for-sale-in-Prive%20-%20Telal%20East-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Prive - Telal East in New Cairo by Roya Developments,Villa,900,28652500,16177,9,9,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Prive - Telal East in New Cairo by Roya Developments,Townhouse,600,37114400,23564,4,5,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Prive - Telal East in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Prive - Telal East in New Cairo by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Prive - Telal East in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Prive - Telal East in New Cairo by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Prive - Telal East in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Prive - Telal East in New Cairo by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,70,None,89786,1,1,2029,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/89786-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,115,None,106890,2,3,2028,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/106890-apartment-for-sale-in-cleo-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,149,None,32766,2,3,Delivered,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/32766-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,145,13560000,44317,2,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/44317-Apartment-for-sale-in-Cleo%20-%20Palm%20Hills%20New%20Cairo-with-21-bedrooms-in-New%20Cairo-by-Palm%20Hills%20Developments
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,70,21392000,43550,1,1,2026,Finished,2030-06-30T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/43550-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,140,17331000,45259,2,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/45259-Apartment-for-sale-in-Cleo%20-%20Palm%20Hills%20New%20Cairo-with-21-bedrooms-in-New%20Cairo-by-Palm%20Hills%20Developments
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,128,9584000,43844,2,3,2027,Finished,2029-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/43844-apartment-for-sale-in-cleo-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,128,14940400,48362,2,3,2026,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/48362-apartment-for-sale-in-cleo-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,70,10700000,45202,1,1,2027,Finished,2024-03-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/45202-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,135,None,49233,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/49233-apartment-for-sale-in-cleo-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,238,5787576,45589,4,4,Delivered,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/45589-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,200,19930000,50265,3,3,2028,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/50265-Apartment-for-sale-in-Cleo%20-%20Palm%20Hills%20New%20Cairo-with-21-bedrooms-in-New%20Cairo-by-Palm%20Hills%20Developments
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,205,9873848,14527,4,4,Delivered,Finished,2027-06-30T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,900,11519857,16177,9,9,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Townhouse,600,5800000,23564,4,5,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,185,12386990,53850,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,183,19066782,55349,3,3,Delivered,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,145,None,62215,2,3,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Office,48,80000000,62438,N/A,N/A,2027,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,242,None,64956,2,3,2026,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,70,9250000,89786,1,1,2029,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/89786-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,115,None,106890,2,3,2028,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/106890-apartment-for-sale-in-cleo-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,149,None,32766,2,3,Delivered,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/32766-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,145,None,44317,2,3,2027,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/44317-Apartment-for-sale-in-Cleo%20-%20Palm%20Hills%20New%20Cairo-with-21-bedrooms-in-New%20Cairo-by-Palm%20Hills%20Developments
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,70,13560000,43550,1,1,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/43550-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,140,13000000,45259,2,3,2027,Finished,2024-06-30T00:00:00.000Z,https://www.nawy.com/compound/663-cleo-palm-hills-new-cairo/property/45259-Apartment-for-sale-in-Cleo%20-%20Palm%20Hills%20New%20Cairo-with-21-bedrooms-in-New%20Cairo-by-Palm%20Hills%20Developments
